supermarket,no_of_items,variation,total,paid,change,type,food,snack,beverage,consumables,high_end,asset,fixed_asset,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,day,month,year
nakumatt,1,1,130,130,0,cash,no,no,yes,no,no,no,no,24/05/2017,no,15:42,evening,chain,junction,mid,Wednesday,weekday,no,24,5,2017
tuskys,3,1,275,500,225,cash,yes,yes,yes,no,no,no,no,24/05/2017,no,20:31,night,chain,cbd,mid,Wednesday,weekday,no,24,5,2017
karrymart,3,1,222,500,278,cash,yes,yes,yes,no,no,no,no,23/05/2017,no,16:53,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,200,140,cash,no,no,no,no,no,yes,no,24/01/2017,no,10:50,morning,chain,cbd,mid,Tuesday,weekday,no,24,1,2017
karrymart,1,1,70,70,0,cash,no,no,yes,no,no,no,no,23/05/2017,no,19:41,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
Eastmatt,4,1,314,400,84,cash,yes,yes,yes,no,no,no,no,24/05/2017,no,16:40,evening,chain,cbd,mid,Wednesday,weekday,no,24,5,2017
karrymart,3,1,110,120,10,cash,yes,yes,yes,no,no,no,no,23/05/0201,no,17:52,evening,chain,cbd,mid,Wednesday,weekday,no,23,5,201
chandarana,1,1,130,500,370,cash,no,no,no,no,no,yes,no,23/05/2017,no,20:49,night,small,cbd,high,Tuesday,weekday,no,23,5,2017
chandarana,1,1,55,55,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,17:19,evening,small,cbd,high,Tuesday,weekday,no,23,5,2017
chandarana,2,2,1540,2000,460,cash,no,no,yes,no,yes,no,no,24/05/2017,no,14:05,afternoon,small,cbd,high,Wednesday,weekday,no,24,5,2017
tuskys,4,2,869,1000,131,cash,yes,yes,no,no,no,yes,no,23/05/2017,no,11:42,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
ukwala,2,1,75,1000,925,cash,yes,no,no,no,no,no,no,24/05/2017,no,15:21,evening,chain,cbd,mid,Wednesday,weekday,no,24,5,2017
ukwala,2,1,96,200,104,cash,yes,yes,no,no,no,no,no,21/06/2017,no,20:36,night,chain,cbd,mid,Wednesday,weekday,no,21,6,2017
tuskys,2,1,293,500,207,cash,yes,yes,no,no,no,no,no,22/05/2017,no,14:43,afternoon,chain,cbd,mid,Monday,weekday,no,22,5,2017
chandarana,1,1,40,50,10,cash,no,no,no,yes,no,no,no,23/05/2017,no,14:12,afternoon,small,cbd,high,Monday,weekday,no,23,5,2017
acacia,1,1,35,35,0,cash,no,no,no,no,no,yes,no,22/05/2017,no,14:01,afternoon,small,saika,mid,Monday,weekday,no,22,5,2017
acacia,1,1,90,500,410,cash,yes,no,no,no,no,no,no,22/05/2017,no,19:12,night,small,saika,mid,Monday,weekday,no,22,5,2017
acacia,1,1,235,250,15,cash,yes,no,no,no,no,no,no,22/05/2017,no,15:23,afternoon,small,saika,mid,Monday,weekday,no,22,5,2017
acacia,1,1,75,80,5,cash,no,yes,no,no,no,no,no,20/05/2017,no,18:31,evening,small,saika,mid,saturday,weekend,no,20,5,2017
acacia,1,1,90,100,10,cash,yes,no,no,no,no,no,no,20/05/2017,no,19:31,night,small,saika,mid,saturday,weekend,no,20,5,2017
acacia,2,1,137,200,63,cash,yes,no,no,no,no,no,no,20/05/2017,no,19:12,night,small,saika,mid,saturday,weekend,no,20,5,2017
acacia,1,1,175,205,30,cash,yes,no,no,no,no,no,no,21/05/2017,no,08:56,morning,small,saika,mid,Sunday,weekend,no,21,5,2017
acacia,1,1,55,60,5,cash,no,yes,no,no,no,no,no,22/05/2017,no,13:14,afternoon,small,saika,mid,Monday,weekday,no,22,5,2017
acacia,1,1,270,300,30,cash,no,no,no,no,yes,no,no,22/05/2017,no,13:21,afternoon,small,saika,mid,Monday,weekday,no,22,5,2017
acacia,1,1,90,100,10,cash,yes,no,no,no,no,no,no,22/05/2017,no,14:10,afternoon,small,saika,mid,Monday,weekday,no,22,5,2017
naivas,9,3,907,1000,93,cash,yes,yes,yes,yes,no,yes,no,17/05/2017,no,20:27,night,chain,umoja,mid,Wednesday,weekday,no,17,5,2017
naivas,1,1,95,100,5,cash,no,no,yes,no,no,no,no,19/05/2017,no,20:10,night,chain,umoja,mid,Friday,weekday,no,19,5,2017
naivas,7,1,961,1000,39,cash,yes,yes,yes,no,no,no,no,12/5/2017,no,15:46,evening,chain,umoja,mid,Friday,weekday,no,12,5,2017
naivas,10,3,2903,2903,0,cash,yes,yes,yes,yes,no,yes,no,21/05/2017,no,14:21,afternoon,chain,umoja,mid,Sunday,weekend,no,21,5,2017
naivas,6,2,736,1000,263,cash,yes,no,yes,yes,no,yes,no,21/05/2017,no,12:07,afternoon,chain,umoja,mid,Sunday,weekend,no,21,5,2017
naivas,1,1,58,70,12,cash,yes,no,no,no,no,no,no,19/05/2017,no,15:16,evening,chain,umoja,mid,Friday,weekday,no,19,5,2017
karrymart,3,2,122,200,78,cash,yes,no,no,yes,no,no,no,23/05/2017,no,19:22,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,100,100,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,20:19,night,chain,cbd,mid,tuesday,weekday,no,23,5,2017
karrymart,3,1,45,50,5,cash,no,no,no,yes,no,no,no,23/05/2017,no,19:14,night,chain,cbd,mid,tuesday,weekday,no,23,5,2017
karrymart,2,1,120,120,0,cash,no,no,yes,no,no,no,no,23/05/2017,no,19:23,night,chain,cbd,mid,tuesday,weekday,no,23,5,2017
karrymart,2,1,220,220,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,18:55,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,60,0,cash,no,no,yes,no,no,no,no,23/05/2017,no,18:05,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,50,50,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,17:58,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,130,130,0,cash,yes,no,no,no,no,no,no,23/05/2017,no,18:06,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,40,0,cash,yes,no,no,no,no,no,no,23/05/2017,no,18:26,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,50,50,0,cash,no,no,no,yes,no,no,no,23/05/2017,no,19:03,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,100,60,cash,yes,no,no,no,no,no,no,23/05/2017,no,20:25,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,125,200,75,cash,yes,no,no,no,no,no,no,23/05/2017,no,19:42,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,4,2,515,600,85,cash,no,no,yes,yes,no,no,no,23/05/2017,no,20:37,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,6,3,363,500,137,cash,yes,yes,no,yes,no,no,no,23/05/2017,no,18:45,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,85,500,415,cash,no,yes,no,no,no,no,no,23/05/2017,no,15:13,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,3,225,250,25,cash,no,yes,no,yes,no,yes,no,23/05/2017,no,20:02,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,45,50,5,cash,no,yes,no,no,no,no,no,23/05/2017,no,20:31,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,3,205,500,295,cash,yes,yes,no,yes,no,no,no,23/05/2017,no,19:48,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,60,0,cash,no,no,yes,no,no,no,no,23/05/2017,no,12:17,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,90,100,10,cash,yes,no,no,no,no,no,no,23/05/2017,no,20:52,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,155,1000,845,cash,yes,no,yes,no,no,no,no,23/05/2017,no,20:36,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,45,50,5,cash,no,no,no,yes,no,no,no,23/05/2017,no,19:06,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,40,100,60,cash,no,yes,no,no,no,no,no,23/05/2017,no,20:27,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,70,100,30,cash,yes,no,no,no,no,no,no,23/05/2017,no,20:55,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,no,no,yes,no,no,no,no,23/05/2017,no,19:12,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,230,1000,770,cash,yes,no,no,no,no,no,no,23/05/2017,no,18:04,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,30,50,20,cash,no,no,yes,no,no,no,no,23/05/2017,no,19:34,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,500,440,cash,no,no,yes,no,no,no,no,23/05/2017,no,19:24,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,100,100,0,cash,no,yes,yes,no,no,no,no,23/05/2017,no,20:24,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,50,100,50,cash,yes,no,no,no,no,no,no,23/05/2017,no,19:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,30,100,70,cash,no,yes,no,no,no,no,no,23/05/2017,no,19:44,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,115,1000,885,cash,no,yes,no,no,no,no,no,23/05/2015,no,20:42,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2015
karrymart,1,1,80,100,20,cash,yes,no,no,no,no,no,no,23/05/2017,no,18:15,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,5,1,295,300,5,cash,yes,no,no,no,no,no,no,23/05/2017,no,19:23,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,205,205,0,cash,yes,no,no,yes,no,no,no,23/05/2017,no,18:10,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,4,2,1468,2000,532,cash,no,no,no,yes,no,yes,no,23/05/2017,no,18:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,70,10,cash,no,no,yes,no,no,no,no,23/05/2017,no,16:53,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,17:01,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,4,2,110,210,100,cash,no,yes,no,no,no,yes,no,23/05/2017,no,17:11,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,190,200,10,cash,no,no,no,yes,no,no,no,2305/2017,no,18:08,evening,chain,cbd,mid,Tuesday,weekday,no,2305,2017,
karrymart,1,1,60,110,50,cash,no,no,yes,no,no,no,no,23/05/2017,no,18:27,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,yes,no,no,no,no,no,no,23/05/2017,no,15:40,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,no,no,yes,no,no,no,no,23/05/2017,no,20:14,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,130,140,10,cash,yes,yes,no,no,no,no,no,23/05/2017,no,07:56,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,70,100,30,cash,no,yes,yes,no,no,no,no,23/05/2017,no,19:57,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,5,3,282,500,218,cash,yes,yes,no,yes,no,no,no,23/05/2017,no,19:48,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,60,0,cash,yes,no,no,no,no,no,no,23/05/2017,no,20:27,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,no,no,yes,no,no,no,no,23/05/2017,no,12:20,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,10,3,614,1000,386,cash,yes,yes,no,yes,no,no,no,23/05/2017,no,20:04,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,9,3,599.75,100,400.25,cash,yes,yes,yes,no,no,no,no,23/05/2017,no,17:53,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,4,2,330,400,70,cash,yes,yes,no,no,no,no,no,23/05/2017,no,18:07,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,165,200,35,cash,no,yes,yes,no,no,no,no,23/05/2017,no,17:20,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,110,150,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,17:49,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,80,100,20,cash,yes,no,no,no,no,no,no,23/05/2017,no,18:07,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,1,185,200,15,cash,yes,no,no,no,no,no,no,23/05/2017,no,18:14,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,50,10,cash,yes,no,no,no,no,no,no,23/05/2017,no,18:31,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,120,200,80,cash,yes,no,no,no,no,no,no,23/05/2017,no,20:44,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,145,1000,855,cash,no,no,yes,no,no,no,no,23/05/2017,no,19:51,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,200,200,0,cash,yes,no,no,no,no,no,no,23/05/2017,no,20:59,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,60,0,cash,no,no,yes,no,no,no,no,23/05/2017,no,18:27,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,100,60,cash,yes,no,no,no,no,no,no,23/05/2017,no,20:20,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,80,200,120,cash,no,no,yes,yes,no,no,no,23/05/2017,no,17:29,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,130,200,70,cash,yes,no,no,no,no,no,no,23/05/2017,no,20:07,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,4,3,185,200,15,cash,yes,yes,no,yes,no,no,no,23/05/2017,no,19:43,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,6,2,120,500,380,cash,yes,yes,no,no,no,no,no,23/05/2017,no,19:01,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,2,130,500,370,cash,no,yes,no,yes,no,no,no,23/05/2017,no,19:43,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,85,100,15,cash,no,yes,no,no,no,no,no,23/05/2017,no,18:24,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,70,500,430,cash,yes,no,no,no,no,no,no,23/05/2017,no,21:08,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,18:56,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,25,50,25,cash,no,no,yes,no,no,no,no,23/05/2017,no,19:27,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,200,160,cash,no,yes,no,no,no,no,no,23/05/2017,no,18:55,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,5,5,0,cash,yes,no,no,no,no,no,no,23/05/2017,no,20:50,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,50,1000,950,cash,no,no,no,yes,no,no,no,23/05/2017,no,19:21,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,50,50,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,15:05,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,90,30,cash,no,no,yes,no,no,no,no,23/05/2017,no,12:49,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,06:43,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,15,15,0,cash,no,no,no,yes,no,no,no,23/05/2017,no,09:46,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,130,150,20,cash,yes,no,no,no,no,no,no,23/05/2017,no,21:06,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,100,100,0,cash,yes,no,no,no,no,no,no,23/05/2017,no,19:47,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,2,325,500,175,cash,no,no,yes,yes,no,no,no,23/05/2017,no,19:41,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,50,50,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,20:28,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,25,100,75,cash,no,no,yes,no,no,no,no,23/05/2017,no,12:15,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,16,1,790,1000,210,cash,no,yes,no,no,no,no,no,23/05/2017,no,18:05,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,3,440,500,60,cash,no,yes,yes,yes,no,no,no,23/05/2017,no,18:32,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,36.4,100,63.6,cash,yes,no,no,no,no,no,no,23/05/2017,no,08:13,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,no,no,yes,no,no,no,no,23/05/2017,no,18:40,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,35,50,15,cash,no,yes,no,no,no,no,no,23/05/2017,no,17:20,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,70,200,130,cash,yes,no,no,no,no,no,no,23/05/2017,no,19:46,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,200,140,cash,no,yes,no,no,no,no,no,23/05/2017,no,19:08,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,120,200,80,cash,no,yes,no,no,no,no,no,23/05/2017,no,19:59,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,1,58,100,42,cash,no,no,no,no,no,yes,no,23/05/2017,no,07:48,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,3,2,140,200,60,cash,no,yes,yes,no,no,no,no,23/05/2017,no,17:43,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,160,200,40,cash,yes,no,no,no,no,no,no,23/05/2017,no,19:03,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,200,140,cash,no,no,yes,no,no,no,no,23/05/2017,no,18:11,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,130,200,70,cash,yes,no,no,no,no,no,no,23/05/2017,no,20:41,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,25,50,25,cash,no,no,yes,no,no,no,no,23/05/2017,no,20:11,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,1000,940,cash,no,no,yes,no,no,no,no,23/05/2017,no,19:51,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,200,140,cash,no,no,yes,no,no,no,no,23/05/2017,no,20:11,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,4,3,320,320,0,cash,yes,no,yes,no,no,yes,no,23/05/2017,no,20:18,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,120,200,80,cash,no,no,yes,no,no,no,no,23/05/2017,no,19:29,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
tuskys,1,1,190,200,10,cash,yes,no,no,no,no,no,no,13/05/2017,no,07:11,morning,chain,cbd,mid,Saturday,weekend,no,13,5,2017
nakumatt,1,1,50,50,0,voucher,no,no,no,no,no,yes,no,09/06/2017,yes,17:48,evening,chain,karen,high,Friday,weekday,no,9,6,2017
nakumatt,1,1,100,100,0,voucher,no,no,no,no,no,yes,no,09/06/2017,yes,17:48,evening,chain,karen,high,Friday,weekday,no,9,6,2017
nakumatt,2,2,725,725,0,mpesa,no,yes,no,no,no,yes,no,21/07/2017,yes,22:01,night,chain,junction,high,Friday,weekday,yes,21,7,2017
nakumatt,1,1,200,200,0,cash,no,no,yes,no,no,no,no,15/06/2017,yes,12:09,afternoon,chain,junction,high,Thursday,weekday,yes,15,6,2017
nakumatt,1,1,530,600,70,cash,no,no,no,yes,no,no,no,26/05/2017,yes,11:02,morning,chain,junction,high,Friday,weekday,yes,26,5,2017
nakumatt,1,1,95,100,5,cash,no,yes,no,no,no,no,no,02/06/2017,yes,14:34,afternoon,chain,junction,high,Friday,weekday,yes,2,6,2017
zucchini,18,1,2654.71,2655,0,credit card,yes,no,no,no,no,no,no,11/07/2017,yes,19:54,night,chain,junction,high,Tuesday,weekday,no,11,7,2017
ukwala,1,1,35,112,77,cash,yes,no,no,no,no,no,no,01/06/2017,no,14:17,afternoon,chain,cbd,mid,Thursday,weekday,no,1,6,2017
tuskys,2,1,180,200,20,cash,no,no,no,yes,no,no,no,15/06/2017,no,18:01,evening,chain,cbd,mid,Thursday,weekday,no,15,6,2017
karrymart,1,1,35,35,0,cash,no,no,no,yes,no,no,no,01/06/2017,no,01:33,morning,chain,cbd,mid,Thursday,weekday,no,1,6,2017
tuskys,8,3,965,965,0,credit card,yes,yes,no,yes,no,no,no,15/06/2017,yes,20:11,night,chain,donholm,mid,Thursday,weekday,no,15,6,2017
tuskys,11,3,3895,3895,0,credit card,yes,no,no,yes,no,yes,no,15/06/2017,yes,20:46,night,chain,donholm,mid,Thursday,weekday,no,15,6,2017
tuskys,2,1,180,200,20,cash,no,no,no,yes,no,no,no,15/06/2017,yes,19:23,afternoon,chain,donholm,mid,Thursday,weekday,no,15,6,2017
ukwala,4,2,161,200,39,cash,yes,no,no,yes,no,no,no,19/06/2017,no,08:26,morning,chain,cbd,mid,Monday,weekday,no,19,6,2017
nakumatt,3,2,410,410,0,mpesa,yes,no,yes,no,no,no,no,23/05/2017,no,16:28,evening,chain,cbd,mid,Tuesday,weekday,yes,23,5,2017
nakumatt,1,1,105,1000,895,cash,no,no,no,no,no,yes,no,03/08/2017,yes,20:20,night,chain,junction,high,Thursday,weekday,no,3,8,2017
nakumatt,5,1,2450,2450,0,mpesa,no,no,no,yes,no,no,no,03/08/2017,yes,20:18,night,chain,junction,high,Thursday,weekday,no,3,8,2017
tuskys,3,2,215,1000,785,cash,no,yes,yes,no,no,no,no,30/06/2017,no,19:00,night,chain,cbd,mid,Friday,weekday,no,30,6,2017
nakumatt,3,1,300,300,0,mpesa,yes,no,no,no,no,no,no,09/07/2017,yes,14:23,afternoon,chain,junction,high,Sunday,weekend,no,9,7,2017
nakumatt,1,1,60,100,40,cash,no,no,no,no,no,yes,no,02/07/2017,yes,17:23,evening,chain,junction,high,Sunday,weekend,no,2,7,2017
tuskys,6,1,858,1000,142,cash,no,no,no,yes,no,no,no,19/06/2017,no,08:10,morning,chain,cbd,mid,Monday,weekday,no,19,6,2017
nakumatt,1,1,45,50,5,cash,no,no,no,yes,no,no,no,19/06/2017,no,04:57,morning,chain,cbd,mid,Monday,weekday,yes,19,6,2017
nakumatt,6,2,920,1000,80,cash,no,yes,yes,no,no,no,no,24/06/2017,yes,20:01,night,chain,karen,high,Saturday,weekend,no,24,6,2017
tuskys,2,1,150,1000,850,cash,no,no,no,yes,no,no,no,13/06/2017,no,20:40,night,chain,cbd,mid,Tuesday,weekday,no,13,6,2017
tuskys,1,1,34,100,66,cash,no,no,no,no,no,yes,no,18/09/2017,no,15:31,afternoon,chain,kericho town,mid,Monday,weekday,no,18,9,2017
ukwala,14,3,848,1000,152,cash,no,yes,no,yes,no,yes,no,28/11/2016,no,19:26,night,chain,cbd,mid,Monday,weekday,no,28,11,2016
nakumatt,1,1,90,1000,910,cash,no,no,yes,no,no,no,no,28/06/2017,no,11:48,morning,chain,cbd,mid,Wednesday,weekday,yes,28,6,2017
tuskys,2,1,95,200,105,cash,yes,no,no,no,no,no,no,23/06/2017,no,21:58,night,chain,cbd,mid,Friday,weekday,no,23,6,2017
ukwala,1,1,90,100,10,cash,no,no,no,yes,no,no,no,25/02/2017,no,11:44,morning,chain,cbd,mid,Saturday,weekend,no,25,2,2017
nakumatt,4,1,526,526,0,mpesa,yes,no,no,no,no,no,no,12/11/2015,yes,17:10,evening,chain,junction,high,Thursday,weekday,no,12,11,2015
karrymart,1,1,35,40,5,cash,yes,no,no,no,no,no,no,19/06/2017,no,04:30,morning,chain,cbd,mid,Monday,weekday,no,19,6,2017
tuskys,5,3,331,331,0,mpesa,yes,yes,no,yes,no,no,no,04/06/2017,yes,13:12,afternoon,chain,donholm,mid,Sunday,weekday,no,4,6,2017
karrymart,2,2,140,200,40,cash,no,yes,yes,no,no,no,no,23/05/2017,no,13:51,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,100,100,0,cash,yes,no,no,no,no,no,no,23/05/2017,no,13:55,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,30,50,20,cash,no,no,no,no,no,yes,no,23/05/2018,no,16:08,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2018
karrymart,1,1,50,50,0,cash,yes,no,no,no,no,no,no,23/05/2019,no,12:17,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2019
karrymart,2,2,80,100,20,cash,no,yes,yes,no,no,no,no,23/05/2020,no,13:26,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2020
karrymart,1,1,35,100,65,cash,no,yes,no,no,no,no,no,23/05/2021,no,11:04,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2021
karrymart,2,1,60,60,0,cash,no,yes,no,no,no,no,no,23/05/2022,no,13:33,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2022
karrymart,1,1,80,1000,920,cash,no,no,no,yes,no,no,no,23/05/2023,no,10:17,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2023
karrymart,1,1,30,200,170,cash,no,no,yes,no,no,no,no,23/05/2024,no,12:04,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2024
karrymart,1,1,60,500,440,cash,no,yes,no,no,no,no,no,23/05/2025,no,09:17,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2025
karrymart,1,1,60,70,10,cash,no,no,yes,no,no,no,no,23/05/2026,no,11:56,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2026
karrymart,1,1,60,200,140,cash,no,no,yes,no,no,no,no,23/05/2027,no,12:34,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2027
nakumatt,2,2,110,110,0,cash,yes,no,yes,no,no,no,no,19/06/2017,no,09:00,morning,chain,cbd,mid,Monday,weekday,no,19,6,2017
foodplus,2,1,140,500,360,cash,no,no,yes,no,no,no,no,24/05/2017,yes,11:52,morning,chain,adlife,high,Wednesday,weekday,no,24,5,2017
